"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"202898_at"	5.59707056185979e-06	2.10881853816756e-08	-11.1257340043901	9.76518589443466	-2.974199275	"SDC3"	"syndecan 3"
"243938_x_at"	5.88610257531523e-06	2.22848327954321e-08	-11.0779778519987	9.71049982287123	-2.96617925	"DNAH5"	"dynein axonemal heavy chain 5"
"243127_x_at"	6.30720508286246e-06	2.39944884725266e-08	11.0142792813407	9.63722183393417	1.489481725	"DNASE1"	"deoxyribonuclease 1"
"243110_x_at"	6.46236268802843e-06	2.47041173485062e-08	-10.9892441405307	9.60831603367617	-4.749698325	"NPW"	"neuropeptide W"
"243760_at"	6.9871493592912e-06	2.72201703434664e-08	-10.9062635143955	9.512076561246	-1.793091625	"MIPEPP3"	"mitochondrial intermediate peptidase pseudogene 3"
"243053_x_at"	8.36507876350217e-06	3.3200221155555e-08	-10.7379119325441	9.31477750268744	-1.44660725	"LOC100128079"	"uncharacterized LOC100128079"
"243352_at"	9.36053375680124e-06	3.74934959806031e-08	10.6358480704768	9.19381035375005	2.6421196	"ALPK1"	"alpha kinase 1"
"243802_at"	9.42410111744481e-06	3.79204800336142e-08	-10.6263836354371	9.18254068287255	-2.771988925	"DNAH12"	"dynein axonemal heavy chain 12"
"243834_at"	9.75701068661685e-06	3.96169432543016e-08	10.5898671896972	9.13897543282689	1.6983395	"TNRC6A"	"trinucleotide repeat containing 6A"
"243277_x_at"	9.8661652952594e-06	4.02597038172708e-08	-10.5764637446866	9.12295127989028	-3.3043588	"MECOM"	"MDS1 and EVI1 complex locus"
"243047_at"	9.8661652952594e-06	4.06015032726724e-08	-10.5694284863109	9.11453325368799	-2.59109825	"FAM193B"	"family with sequence similarity 193 member B"
"243759_at"	1.01106064341525e-05	4.17923558137806e-08	10.5453994888803	9.0857439632489	3.5139241	"SCAF4"	"SR-related CTD associated factor 4"
"243171_at"	1.03342348153768e-05	4.29057394255242e-08	-10.5235825412538	9.05955468070578	-2.8155494	"LOC100128325"	"uncharacterized LOC100128325"
"243868_at"	1.10610326969725e-05	4.65301786978265e-08	10.4565141253683	8.97874423344912	3.455573325	"RFX3"	"regulatory factor X3"
"202818_s_at"	1.10864328275438e-05	4.6839798503203e-08	10.451044056553	8.97213327515302	2.611242525	"TCEB3"	"transcription elongation factor B subunit 3"
"243612_at"	1.12848961203274e-05	4.80910982356886e-08	10.4293218066892	8.94585040488769	2.39790655	"NSD1"	"nuclear receptor binding SET domain protein 1"
"243270_at"	1.14331558457414e-05	4.8932025018811e-08	-10.4150581127504	8.92856589675171	-2.213369875	"FAM205A"	"family with sequence similarity 205 member A"
"202874_s_at"	1.23462173232967e-05	5.3743021910281e-08	10.3381567084707	8.83501964562481	1.859541225	"ATP6V1C1"	"ATPase H+ transporting V1 subunit C1"
"243208_x_at"	1.23993548701171e-05	5.4201112280896e-08	-10.3312188203801	8.82655024740153	-2.07123565	"ACTL9"	"actin like 9"
"243361_at"	1.24125993162708e-05	5.44860326640146e-08	10.3269349656932	8.82131827467499	3.4370107	"SREK1"	"splicing regulatory glutamic acid and lysine rich protein 1"
"202869_at"	1.59555407965852e-05	7.12053398146645e-08	-10.1100971744304	8.55399952439546	-1.75546865	"OAS1"	"2'-5'-oligoadenylate synthetase 1"
"243444_at"	1.62597301530187e-05	7.28602448557767e-08	10.0916475904487	8.53102734873674	1.701826025	"SRD5A3"	"steroid 5 alpha-reductase 3"
"243845_at"	1.65880361468316e-05	7.49381788434826e-08	10.0691018551833	8.50290602928957	1.169292475	"HSPD1"	"heat shock protein family D (Hsp60) member 1"
"243700_x_at"	1.73661781531219e-05	7.90887674463164e-08	-10.0259896703137	8.44898194608531	-1.521443475	"FAM47A"	"family with sequence similarity 47 member A"
"243268_at"	1.8844123442617e-05	8.65089160328646e-08	-9.95458569416738	8.35923477739132	-1.5902305	"PATE2"	"prostate and testis expressed 2"
"243905_at"	1.92068513941356e-05	8.88766968946741e-08	-9.93316185676927	8.33220069261124	-4.3667421	"LINC00944"	"long intergenic non-protein coding RNA 944"
"243116_at"	1.9788320088311e-05	9.19292785081113e-08	9.90641867131462	8.29838492450168	1.480299425	"PIP5KL1"	"phosphatidylinositol-4-phosphate 5-kinase like 1"
"243059_at"	2.02580294763549e-05	9.52229277626557e-08	-9.87860037251957	8.26312775731492	-1.225484075	"FENDRR"	"FOXF1 adjacent non-coding developmental regulatory RNA"
"243608_at"	2.18734396413242e-05	1.03616293865624e-07	9.81208654681584	8.17848719915985	1.8743653	"COG2"	"component of oligomeric golgi complex 2"
"243027_at"	2.19416606109809e-05	1.04340772910014e-07	-9.80661558120302	8.171503814138	-1.78580185	"IGSF5"	"immunoglobulin superfamily member 5"
"202814_s_at"	2.20196229042608e-05	1.05114249254907e-07	-9.80081890984808	8.16410111773914	-3.67275185	"HEXIM1"	"hexamethylene bisacetamide inducible 1"
"202887_s_at"	2.29688204606717e-05	1.10065495394531e-07	9.76475232514216	8.11795935097882	5.20044835	"DDIT4"	"DNA damage inducible transcript 4"
"243799_x_at"	2.49155473731089e-05	1.22156542701475e-07	-9.68345288252212	8.01342471068804	-1.193874175	"ANGPTL3"	"angiopoietin like 3"
"243807_at"	2.49155473731089e-05	1.22584037372955e-07	-9.68073682010863	8.00991981114948	-2.7056422	"NCOA7"	"nuclear receptor coactivator 7"
"243661_at"	2.84165524950708e-05	1.41368125809955e-07	9.57038087049679	7.8668192083155	1.846575025	"LOC285902///ZNF273"	"uncharacterized LOC285902///zinc finger protein 273"
"243665_s_at"	2.9066729612784e-05	1.4619754263403e-07	-9.54451772016045	7.83308517863027	-3.855921175	"CELF4"	"CUGBP, Elav-like family member 4"
"243312_at"	3.37376143214183e-05	1.72159019582546e-07	9.41940908031898	7.66883729759413	2.066293725	"ZNF107"	"zinc finger protein 107"
"243276_at"	3.59071273602204e-05	1.83886523289652e-07	9.36931715043649	7.60257596034428	2.71562715	"ALS2CL"	"ALS2 C-terminal like"
"243943_x_at"	3.96320112124609e-05	2.05136884739395e-07	9.28662708755995	7.4925644463677	1.2223335	"C6orf52"	"chromosome 6 open reading frame 52"
"243011_at"	4.51382575192084e-05	2.36114159131113e-07	-9.1810768674681	7.3509906449554	-2.374786125	"NXPE3"	"neurexophilin and PC-esterase domain family member 3"
"243829_at"	4.75322144710069e-05	2.49961071856279e-07	9.13855664179892	7.29359147962469	1.301366175	"BRAF"	"B-Raf proto-oncogene, serine/threonine kinase"
"243621_at"	4.75322144710069e-05	2.50768252554751e-07	-9.13615549394937	7.2903437851569	-1.206747825	"SPACA3"	"sperm acrosome associated 3"
"243272_at"	5.5206868551953e-05	2.98759379083024e-07	-9.00642733587657	7.11386792702118	-3.272845	"LOC101593348"	"uncharacterized LOC101593348"
"243213_at"	5.56397729562261e-05	3.02240741984438e-07	8.99789177853729	7.10218663112983	1.88734685	"STAT3"	"signal transducer and activator of transcription 3"
"243514_at"	5.7804395127917e-05	3.16220012507211e-07	8.9646357779971	7.05659143487776	1.537252225	"WDFY2"	"WD repeat and FYVE domain containing 2"
"243679_at"	5.7804395127917e-05	3.17170892334249e-07	8.96243051979616	7.05356327580507	1.21212565	"JPH3"	"junctophilin 3"
"243709_at"	5.97244791909783e-05	3.28798687452848e-07	8.93601629431989	7.01724724394751	2.34358775	"SLC38A9"	"solute carrier family 38 member 9"
"243618_s_at"	6.01845036777423e-05	3.3243200934025e-07	8.92796512265442	7.00616133389383	2.97016985	"ZNF827"	"zinc finger protein 827"
"202821_s_at"	6.79981312096114e-05	3.80565672613463e-07	-8.82932395687036	6.86970583016438	-2.5518399	"LPP"	"LIM domain containing preferred translocation partner in lipoma"
"243653_at"	7.22313491196855e-05	4.07438824596429e-07	8.77984740099976	6.80081890707103	1.4563975	"SHROOM3"	"shroom family member 3"
"243579_at"	7.22313491196855e-05	4.08221067727166e-07	8.77845942798962	6.79888211894794	3.257697275	"MSI2"	"musashi RNA binding protein 2"
"243290_at"	7.23319902393825e-05	4.10112793309713e-07	8.77511444847354	6.79421354450644	1.685875575	"WWC1"	"WW and C2 domain containing 1"
"202820_at"	8.3500602198665e-05	4.88709514468639e-07	8.64892449633982	6.61709050820572	2.369278475	"AHR"	"aryl hydrocarbon receptor"
"243531_at"	9.07856846854959e-05	5.33007860704969e-07	8.58695252646548	6.5293871808031	1.995980375	"ORAOV1"	"oral cancer overexpressed 1"
"243430_at"	9.7806266502265e-05	5.81381556712138e-07	8.52521867340295	6.44154667819666	1.157277125	"SEZ6"	"seizure related 6 homolog"
"243269_s_at"	0.000102797649457244	6.14811730635916e-07	8.48565162104289	6.38499691917876	1.6385853	"FAM205BP///FAM205A"	"transmembrane protein C9orf144B pseudogene///family with sequence similarity 205 member A"
"243419_at"	0.000106412483331468	6.38377586332352e-07	-8.45910385453645	6.34694449002973	-1.4766312	"LOC654342"	"lymphocyte-specific protein 1 pseudogene"
"202868_s_at"	0.000107240218650909	6.45304653610407e-07	8.45149709115379	6.33602496021329	1.015420375	"POP4"	"POP4 homolog, ribonuclease P/MRP subunit"
"243927_x_at"	0.000142762189224044	8.74720318062272e-07	8.23903397725248	6.02807329991355	1.521951675	"KIAA1429"	"KIAA1429"
"243809_at"	0.000150286924654404	9.23573967697846e-07	-8.20146178471519	5.97301527657656	-3.24769425	"HELQ"	"helicase, POLQ-like"
"243141_at"	0.000151127187212236	9.31501821500199e-07	8.19556327187746	5.96435514609361	1.32241915	"SGMS2"	"sphingomyelin synthase 2"
"243770_at"	0.000154366685255182	9.54292448399661e-07	-8.17889751262748	5.93986243488409	-1.183270025	"ZNF483"	"zinc finger protein 483"
"243265_at"	0.000154574179118224	9.58402317715189e-07	-8.17593695396525	5.93550772476784	-2.916333975	"GAD2"	"glutamate decarboxylase 2"
