"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"9606"	"Gene.title"	"Gene.symbol"
"1367617_at"	0.000104310163217844	3.75662827756471e-07	9.64501741833226	7.01885049525273	1.49692372640318	"ALDOA"	"aldolase, fructose-bisphosphate A"	"Aldoa"
"1374459_at"	9.70669632544991e-05	3.13407824608342e-07	9.80305480588016	7.19373765410519	0.99237363133695	"ALG2"	"ALG2, alpha-1,3/1,6-mannosyltransferase"	"Alg2"
"1379521_at"	0.000361299647838015	3.47369994866608e-06	7.8574149101149	4.84037104228677	0.799489444472334	"ALG3"	"ALG3, alpha-1,3- mannosyltransferase"	"Alg3"
"1371627_at"	0.0012338049469362	2.65018715892273e-05	6.43675497326625	2.812872297687	0.88317373795625	"AMOTL1"	"angiomotin-like 1"	"Amotl1"
"1368342_at"	0.0013356772016794	3.01868922694045e-05	-6.35159247443888	2.68218168808143	-1.07266091405402	"AMPD3"	"adenosine monophosphate deaminase 3"	"Ampd3"
"1378587_at"	0.00154968659541884	3.93164643167131e-05	6.18070841362263	2.41673285018712	1.56188001750623	"ANKRD40"	"ankyrin repeat domain 40"	"Ankrd40"
"1386938_at"	0.00186938611336767	5.21761840060174e-05	-6.00052510637764	2.13218836034652	-0.621141280887538	"ANPEP"	"alanyl aminopeptidase, membrane"	"Anpep"
"1387376_at"	0.00214968021576208	6.42851088671256e-05	5.86944589530432	1.92218946893322	0.872133799447719	"AOX1"	"aldehyde oxidase 1"	"Aox1"
"1375444_at"	0.000703288196683228	1.12394042815384e-05	7.01467446358265	3.67192318529819	0.974735566002696	"AP3D1"	"adaptor-related protein complex 3, delta 1 subunit"	"Ap3d1"
"1369197_at"	0.000724133703649519	1.1669982650978e-05	-6.98871000945628	3.63435757970756	-0.880157669636586	"APAF1"	"apoptotic peptidase activating factor 1"	"Apaf1"
"1395894_at"	0.00129641698746962	2.86388138008176e-05	6.3859511133073	2.73503638852192	0.79315637078451	"API5"	"apoptosis inhibitor 5"	"Api5"
"1370862_at"	2.25161835329595e-05	7.24016319912521e-09	-13.6045627289308	10.707367538626	-2.25785165848377	"APOE"	"apolipoprotein E"	"Apoe"
"1380533_at"	0.000939312769208917	1.76089052525418e-05	6.70845946766646	3.22275651813117	1.81411887347121	"APP"	"amyloid beta precursor protein"	"App"
"1397179_at"	0.00222626484071216	6.80070612777438e-05	-5.83435179336594	1.86553811474097	-0.505727746087807	"APPL1"	"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"	"Appl1"
"1391637_at"	6.13547263077254e-05	1.28090262443224e-07	-10.6139534907987	8.05053912097639	-1.66771675026327	"ARHGAP15"	"Rho GTPase activating protein 15"	"Arhgap15"
"1392590_at"	0.00087996687497246	1.61285288509052e-05	6.76769503234716	3.31069545641689	0.795450010550309	"ARHGAP24"	"Rho GTPase activating protein 24"	"Arhgap24"
"1378140_at"	0.00190673539892795	5.38808381011927e-05	-5.98023498675289	2.09984717062741	-1.14493254362621	"ARL11"	"ADP-ribosylation factor like GTPase 11"	"Arl11"
"1377110_at"	0.00154468481551338	3.90476340407346e-05	-6.18511291482389	2.42362861647593	-0.749924393470951	"ARL5C"	"ADP-ribosylation factor like GTPase 5C"	"Arl5c"
"1370510_a_at"	0.000216120327970707	1.36903773787676e-06	8.5730375268957	5.75876014137544	1.21506627201363	"ARNTL"	"aryl hydrocarbon receptor nuclear translocator-like"	"Arntl"
"1383586_at"	0.00156316087994792	3.97967395914346e-05	6.17291826281664	2.40452946438006	0.739406590956738	"ARPP19"	"cAMP-regulated phosphoprotein 19"	"Arpp19"
"1372065_at"	0.000548595203923783	7.58532228326399e-06	7.28991753229335	4.06430188096905	0.731638131440977	"ART3"	"ADP-ribosyltransferase 3"	"Art3"
"1383535_at"	0.00131126418263608	2.92197845129041e-05	6.37283147233681	2.71487455633202	0.805805713663246	"ASB8"	"ankyrin repeat and SOCS box-containing 8"	"Asb8"
"1387925_at"	9.70669632544991e-05	3.06922805232799e-07	9.82142242194774	7.21389102486219	0.988674683457525	"ASNS"	"asparagine synthetase (glutamine-hydrolyzing)"	"Asns"
"1375363_at"	0.00169122177130135	4.49738063881865e-05	-6.09475090733125	2.28158497486374	-0.630574680232947	"ASXL2"	"additional sex combs like 2, transcriptional regulator"	"Asxl2"
"1372601_at"	0.00145702941810103	3.48871146998904e-05	6.25768577842383	2.536839325345	0.888486686105432	"ATF5"	"activating transcription factor 5"	"Atf5"
"1373076_at"	0.00234035324635246	7.32983074036882e-05	-5.78779952711422	1.79011185810285	-0.471458606499575	"ATF7IP"	"activating transcription factor 7 interacting protein"	"Atf7ip"
"1385253_at"	0.00189397451574729	5.33496792756881e-05	-5.98648371905205	2.10981371118353	-0.887757468728902	"ATG14"	"autophagy related 14"	"Atg14"
"1386911_at"	0.00136399733236931	3.11964751036256e-05	6.33017534357673	2.64914764318516	0.619684167799189	"ATP1A2"	"ATPase Na+/K+ transporting subunit alpha 2"	"Atp1a2"
"1386937_at"	0.000240917768795773	1.64284242354982e-06	-8.42938710294414	5.57959112310595	-1.43896481365223	"ATP1B1"	"ATPase Na+/K+ transporting subunit beta 1"	"Atp1b1"
"1370050_at"	0.00164249559798504	4.3031165082089e-05	-6.12291150297866	2.3259805766916	-0.450280472627142	"ATP2B1"	"ATPase plasma membrane Ca2+ transporting 1"	"Atp2b1"
"1398373_at"	0.0013356772016794	3.02006596407095e-05	-6.3512953468074	2.68172385494947	-0.992821550713272	"B3GALNT1"	"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"	"B3galnt1"
"1382376_at"	0.00191733363714272	5.43159244452469e-05	5.97516473051024	2.09175604590819	0.884712279085646	"BAG4"	"BCL2-associated athanogene 4"	"Bag4"
"1374113_at"	0.00192418838110712	5.49516758000384e-05	-5.96783259331751	2.08004872409745	-0.852035992380314	"BAZ1A"	"bromodomain adjacent to zinc finger domain, 1A"	"Baz1a"
"1367503_at"	0.00206677013938548	6.08088580834661e-05	5.9042150479549	1.97813816395883	0.452512816253199	"BCAP31"	"B-cell receptor-associated protein 31"	"Bcap31"
"1368482_at"	0.000535497250990797	7.33534290241099e-06	-7.31369028738442	4.09769455822905	-1.68928413578074	"BCL2A1"	"BCL2-related protein A1"	"Bcl2a1"
"1388742_at"	4.56558200927407e-05	4.43072765556598e-08	-11.6461966954814	9.05053368222851	-2.02632066136174	"BCL2L11"	"BCL2 like 11"	"Bcl2l11"
"1377759_at"	0.00211067185209459	6.27792360907905e-05	-5.88425789818049	1.94604585079985	-1.02104731284402	"BID"	"BH3 interacting domain death agonist"	"Bid"
"1369032_at"	0.00123587920178584	2.66259064663338e-05	6.43368943554488	2.80818633752496	1.40273313538766	"BLCAP"	"bladder cancer associated protein"	"Blcap"
"1393641_at"	8.63625736003238e-05	2.4160082006586e-07	-10.0335875792303	7.44411848379652	-1.20034496317282	"BLNK"	"B-cell linker"	"Blnk"
"1389095_at"	0.00146187726620846	3.53024157343502e-05	-6.25004100557757	2.52495026898587	-0.901732399807448	"BOC"	"BOC cell adhesion associated, oncogene regulated"	"Boc"
"1371949_at"	0.00232487484349255	7.22983246410581e-05	5.79632009515886	1.8039410079967	0.651398403972841	"BZW1"	"basic leucine zipper and W2 domains 1"	"Bzw1"
"1387893_at"	0.000150124917069264	6.80652538884409e-07	-9.14042918586737	6.44216412290573	-0.808867890846738	"C1S"	"complement component 1, s subcomponent"	"C1s"
"1384580_at"	0.000185454018487648	1.01195811527612e-06	8.81510030160824	6.05498688266432	1.4525187006801	"C6"	"complement component 6"	"C6"
"1392979_at"	0.000327518762790227	2.86456488886915e-06	8.00199131306873	5.03120022663327	0.743805136788211	"CACYBP"	"calcyclin binding protein"	"Cacybp"
"1371797_at"	0.000575062002394522	8.17316971794523e-06	7.23714675538235	3.98989598019407	0.746765347759339	"CAD"	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"	"Cad"
"1395173_at"	0.00136326350542035	3.10799004901453e-05	6.33261060183528	2.65290720555613	1.45461669834494	"CAPRIN1"	"cell cycle associated protein 1"	"Caprin1"
"1369186_at"	0.000875419940772467	1.59509850298845e-05	-6.77518402033298	3.32177729318696	-0.910592547340134	"CASP1"	"caspase 1"	"Casp1"
"1388505_at"	0.00076733526882237	1.32745867914221e-05	-6.90018693759882	3.50556038062459	-0.795898627154697	"CBL"	"Cbl proto-oncogene"	"Cbl"
"1371672_at"	0.000983811188929999	1.87910815854021e-05	-6.66483016506004	3.15766174495252	-0.963604425033632	"CBX7"	"chromobox 7"	"Cbx7"
"1393346_at"	9.70669632544991e-05	2.96697286810797e-07	-9.85124540311872	7.2465375650606	-1.24860360720285	"CCDC125"	"coiled-coil domain containing 125"	"Ccdc125"
"1383935_at"	0.000522610256062292	6.99038344696238e-06	-7.34794969863768	4.14567963913655	-0.981311886548833	"CCDC88C"	"coiled-coil domain containing 88C"	"Ccdc88c"
"1369983_at"	0.00183614616375177	5.04218406972576e-05	-6.02215074458941	2.16659164283746	-3.34490275852688	"CCL5"	"C-C motif chemokine ligand 5"	"Ccl5"
"1393929_at"	0.00118346598785777	2.4774286990644e-05	-6.48110468098406	2.88051123972155	-1.51590048942951	"CCR6"	"C-C motif chemokine receptor 6"	"Ccr6"
"1369670_at"	0.000794743479312137	1.38509587378108e-05	-6.87113529320712	3.46304766288041	-1.13215910631615	"CD200"	"Cd200 molecule"	"Cd200"
"1370621_at"	0.000586024225408543	8.49183477350731e-06	-7.21020156490512	3.95175397294384	-2.3887170992687	"CD247"	"Cd247 molecule"	"Cd247"
"1379269_at"	0.000378338838550733	3.75809080704605e-06	-7.79893010574365	4.76239468466052	-0.690243717687403	"CD2AP"	"CD2-associated protein"	"Cd2ap"
"1374061_at"	0.000521039864618567	6.83205154224106e-06	7.3642811567051	4.16849697461513	0.625502817605184	"CD302"	"CD302 molecule"	"Cd302"
"1368518_at"	0.000129204439975765	5.27636383064478e-07	-9.35405909172802	6.68978125986053	-1.62454826533649	"CD53"	"Cd53 molecule"	"Cd53"
"1370406_a_at"	4.39323046532341e-05	3.53164930168446e-08	11.8772667713334	9.26158741731914	2.61154585768159	"CD55"	"CD55 molecule, decay accelerating factor for complement"	"Cd55"
"1375010_at"	0.00151887016373918	3.79485551697914e-05	-6.20345974877756	2.45232205831608	-0.94070988493685	"CD68"	"Cd68 molecule"	"Cd68"
"1384837_at"	0.00106313291534046	2.12259275802268e-05	-6.58347613081898	3.03554473054607	-1.86712780716866	"CD69"	"Cd69 molecule"	"Cd69"
"1388105_at"	0.000450188780874722	5.11002410523737e-06	7.57338444001548	4.45740715903274	0.887902811559558	"CDC123"	"cell division cycle 123"	"Cdc123"
"1372339_at"	0.00106313291534046	2.12291565782316e-05	6.58337493273424	3.03539222775971	0.992142363459034	"CDC26"	"cell division cycle 26"	"Cdc26"
"1368887_at"	1.64010784115268e-05	4.65947193482189e-09	14.1223950546277	11.0995977608317	3.11822689047376	"CDH22"	"cadherin 22"	"Cdh22"
"1375674_at"	0.00108850223660494	2.21557579269727e-05	6.55498912865036	2.99255675581339	1.13926578826177	"CDIP1"	"cell death-inducing p53 target 1"	"Cdip1"
"1374763_at"	6.13547263077254e-05	1.18831183741677e-07	10.6843363521544	8.12183559598022	1.13337805944415	"CERCAM"	"cerebral endothelial cell adhesion molecule"	"Cercam"
"1388602_at"	0.00160320678058492	4.17338899064712e-05	-6.14247522990482	2.35675440725375	-0.563924638256116	"CFD"	"complement factor D"	"Cfd"
"1387244_at"	0.00172856984315343	4.6411647288759e-05	6.07472321191595	2.24994001976007	0.448461996750403	"CGRRF1"	"cell growth regulator with ring finger domain 1"	"Cgrrf1"
"1380063_at"	0.00139940042612848	3.25096320374175e-05	-6.30339007582904	2.60773900590747	-1.0221359500338	"CH25H"	"cholesterol 25-hydroxylase"	"Ch25h"
"1377412_at"	0.000122350657578625	4.83910443492424e-07	-9.4274971996305	6.773718435045	-1.13225951124344	"CHIC1"	"cysteine-rich hydrophobic domain 1"	"Chic1"
"1379770_at"	0.00126504651800561	2.76583220665572e-05	6.40874497159078	2.7700052834088	0.746090512413227	"CHPT1"	"choline phosphotransferase 1"	"Chpt1"
"1389652_at"	0.00236808917399157	7.51252937156135e-05	-5.77254402717096	1.76532518570212	-0.603543543995655	"CLCN3"	"chloride voltage-gated channel 3"	"Clcn3"
"1379932_at"	4.56558200927407e-05	3.90727060896438e-08	11.7738144652391	9.16764898213274	2.37628251860862	"CLCN4"	"chloride voltage-gated channel 4"	"Clcn4"
"1382692_at"	0.000210628289011722	1.31976198953078e-06	-8.60213362846152	5.79474183562518	-2.58100850934472	"CLEC7A"	"C-type lectin domain family 7, member A"	"Clec7a"
"1373576_at"	0.0012338049469362	2.64609830173573e-05	-6.4377688692603	2.81442182972399	-0.538923958231766	"CNOT6"	"CCR4-NOT transcription complex, subunit 6"	"Cnot6"
"1370927_at"	0.000150124917069264	6.71474719801609e-07	9.15172339081895	6.45538495978585	1.6368605508473	"COL12A1"	"collagen type XII alpha 1 chain"	"Col12a1"
"1376105_at"	9.70669632544991e-05	3.10732380318442e-07	9.81058275210006	7.20200180744054	1.82154299959101	"COL14A1"	"collagen type XIV alpha 1 chain"	"Col14a1"
"1370864_at"	0.00116001681414476	2.40590001325886e-05	6.50043472767544	2.90990210560935	2.47882203109042	"COL1A1"	"collagen, type I, alpha 1"	"Col1a1"
"1370155_at"	0.000166403909500396	8.61475591805647e-07	8.94610014537908	6.212379430231	2.30857232349998	"COL1A2"	"collagen type I alpha 2 chain"	"Col1a2"
"1370959_at"	0.000601780596455702	8.93992204130468e-06	7.17407764827897	3.9004597879452	1.88117436260926	"COL3A1"	"collagen type III alpha 1 chain"	"Col3a1"
"1376099_at"	0.000355645503359229	3.38166682735694e-06	7.87744051343048	4.86696684885453	1.49673848186004	"COL5A1"	"collagen, type V, alpha 1"	"Col5a1"
"1369657_at"	1.64010784115268e-05	4.74644540672501e-09	-14.1003196942456	11.083232836329	-4.11475693596958	"CPA1"	"carboxypeptidase A1"	"Cpa1"
"1386921_at"	4.56558200927407e-05	5.21511202216725e-08	-11.4824836247572	8.89826660613903	-1.42125455980775	"CPE"	"carboxypeptidase E"	"Cpe"
"1395425_at"	0.000387515401606001	3.96250354386663e-06	-7.75973389585069	4.70988148504263	-0.662923174901916	"CPSF6"	"cleavage and polyadenylation specific factor 6"	"Cpsf6"
"1367742_at"	0.00012084500215084	4.70183776335306e-07	9.45202423746349	6.80161862259342	1.15694169018393	"CPT1B"	"carnitine palmitoyltransferase 1B"	"Cpt1b"
"1393034_at"	0.00157152886572982	4.03177421840705e-05	-6.16457907254697	2.39145610885427	-0.696369550999752	"CREBZF"	"CREB/ATF bZIP transcription factor"	"Crebzf"
"1376799_a_at"	0.000340180113576526	3.05187471262262e-06	7.95429329691726	4.96854505731674	1.48354072633649	"CRLF1"	"cytokine receptor-like factor 1"	"Crlf1"
"1369967_at"	0.00113549983281185	2.33679505128648e-05	6.51969670994531	2.93913523788956	1.11144931516802	"CS"	"citrate synthase"	"Cs"
"1380890_at"	0.00076733526882237	1.32570482537883e-05	-6.90109182115795	3.50688260298824	-0.906746045017821	"CSPP1"	"centrosome and spindle pole associated protein 1"	"Cspp1"
"1384063_at"	0.000105567259213845	3.86289159238244e-07	9.62086529307603	6.99188704297156	1.17515078406262	"CTHRC1"	"collagen triple helix repeat containing 1"	"Cthrc1"
"1369633_at"	2.50906767935957e-05	1.12952016177478e-08	-13.0990952399082	10.3070293128429	-1.64414186713025	"CXCL12"	"C-X-C motif chemokine ligand 12"	"Cxcl12"
"1368192_at"	9.70669632544991e-05	2.96035195905747e-07	-9.85321419602752	7.24868945812782	-2.17652092737397	"CXCR3"	"C-X-C motif chemokine receptor 3"	"Cxcr3"
"1370005_at"	0.00233586795932117	7.28573883578744e-05	5.79154127759214	1.7961861443397	0.960549136477697	"CYB5B"	"cytochrome b5 type B"	"Cyb5b"
"1379344_at"	8.41800249111877e-05	2.27374580936357e-07	-10.087965698576	7.50237449663558	-1.17043818465237	"CYBB"	"cytochrome b-245 beta chain"	"Cybb"
"1367913_at"	0.000430889821835005	4.68313321265095e-06	-7.63695908896148	4.54406579444611	-0.868092603942426	"CYGB"	"cytoglobin"	"Cygb"
"1368990_at"	5.16638164544193e-05	8.14021996291375e-08	-11.0450560402253	8.47991612673689	-1.3780708257191	"CYP1B1"	"cytochrome P450, family 1, subfamily b, polypeptide 1"	"Cyp1b1"
"1387916_at"	0.00196796735306349	5.67628128138509e-05	5.94742551833298	2.04742287875927	0.489277233941269	"CYP4F3"	"cytochrome P450, family 4, subfamily f, polypeptide 6"	"Cyp4f6"
"1387020_at"	0.000893669392635662	1.65233576888487e-05	6.75134948945493	3.286480048965	0.942351382423218	"CYP51A1"	"cytochrome P450, family 51"	"Cyp51"
"1375001_at"	4.56558200927407e-05	5.13327511241378e-08	-11.4982845527511	8.913063232175	-2.3063781145801	"CYTL1"	"cytokine like 1"	"Cytl1"
"1392722_at"	0.000248020452862845	1.7704923160086e-06	-8.37093683757825	5.50595705961953	-1.11959650651776	"DAPP1"	"dual adaptor of phosphotyrosine and 3-phosphoinositides 1"	"Dapp1"
"1370235_at"	0.000240917768795773	1.65454894787529e-06	8.42382820152121	5.57260647723539	1.1170675877446	"DBI"	"diazepam binding inhibitor, acyl-CoA binding protein"	"Dbi"
"1387874_at"	0.00123588378679475	2.67452261652422e-05	-6.43075466678972	2.80369898192555	-1.90947067386088	"DBP"	"D-box binding PAR bZIP transcription factor"	"Dbp"
"1373201_at"	0.000985970215092147	1.88640238586394e-05	6.66223417854439	3.15377985417116	0.597699736879628	"DBT"	"dihydrolipoamide branched chain transacylase E2"	"Dbt"
"1388158_at"	0.000721176601673544	1.15917185363886e-05	-6.99335300430595	3.64108213639345	-0.651097814853648	"DDX39B"	"DEAD-box helicase 39B"	"Ddx39b"
"1372259_at"	0.00157152886572982	4.03474496182014e-05	-6.16410701125692	2.39071575208465	-0.459765602593844	"DEK"	"DEK proto-oncogene"	"Dek"
"1384555_at"	0.000380554716446951	3.83014329232116e-06	-7.78486034488231	4.74356818954715	-1.15595910368525	"DENND1C"	"DENN domain containing 1C"	"Dennd1c"
"1391045_at"	0.00070324920600709	1.1193554679363e-05	7.01750128310568	3.67600727678605	1.62018518061565	"DGAT2"	"diacylglycerol O-acyltransferase 2"	"Dgat2"
"1376842_at"	0.00153720275877566	3.88020246837163e-05	-6.18916507334593	2.42997022900389	-1.27642396589441	"DGKH"	"diacylglycerol kinase, eta"	"Dgkh"
"1367745_at"	0.000630791812497969	9.67515658257601e-06	-7.11878177010983	3.82158777597433	-0.676688802218864	"DGKZ"	"diacylglycerol kinase zeta"	"Dgkz"
"1368189_at"	0.00201534351419396	5.89717546518056e-05	5.92344661061234	2.00900837765171	1.72705651085301	"DHCR7"	"7-dehydrocholesterol reductase"	"Dhcr7"
"1370328_at"	0.000283753960549726	2.24088719633351e-06	-8.18879652840206	5.27374962669311	-0.876821249695589	"DKK3"	"dickkopf WNT signaling pathway inhibitor 3"	"Dkk3"
"1373016_at"	0.00104757104994278	2.07282497221488e-05	6.59927174012518	3.05933003154232	0.961924211843925	"DLD"	"dihydrolipoamide dehydrogenase"	"Dld"
"1398276_at"	9.70669632544991e-05	3.23775048504608e-07	9.77452046213915	7.16235820117141	2.01549186116647	"DLG2"	"discs large MAGUK scaffold protein 2"	"Dlg2"
"1385143_at"	0.00119715057889768	2.52911003677217e-05	-6.46750243956859	2.85979665396541	-1.24098931687736	"DOCK10"	"dedicator of cytokinesis 10"	"Dock10"
"1370905_at"	0.000429924530474428	4.64556034523093e-06	-7.64284758030173	4.55206479009066	-0.633702975840846	"DOCK9"	"dedicator of cytokinesis 9"	"Dock9"
"1392495_at"	0.002347057992272	7.39611187635153e-05	-5.78221913961222	1.78104896039486	-0.622437637609031	"DOPEY1"	"dopey family member 1"	"Dopey1"
"1389732_at"	0.000726685156453042	1.1893718275012e-05	-6.9756171178539	3.61537833729741	-0.930675287374838	"DRAM1"	"DNA-damage regulated autophagy modulator 1"	"Dram1"
"1377982_at"	0.000344347295831574	3.12148534627825e-06	7.93735768905113	4.94622734669005	1.32882454481851	"DTX4"	"deltex E3 ubiquitin ligase 4"	"Dtx4"
"1388154_at"	0.00124568603620243	2.70374634051461e-05	-6.42362499185078	2.79279223104156	-0.753462830754793	"E2F5"	"E2F transcription factor 5"	"E2f5"
"1391453_at"	0.000262050758353136	1.94714724368511e-06	-8.29706915654698	5.41228913615224	-2.00806764348649	"EBI3"	"Epstein-Barr virus induced 3"	"Ebi3"
"1374585_at"	6.13547263077254e-05	1.15686112937412e-07	10.7095901009747	8.14730190720416	1.13506413350664	"ECHDC1"	"ethylmalonyl-CoA decarboxylase 1"	"Echdc1"
"1388698_at"	0.000629664311921002	9.6192616656983e-06	7.12282617251445	3.82737113497086	1.49289143111304	"ECM1"	"extracellular matrix protein 1"	"Ecm1"
"1383641_at"	2.69596672252383e-05	1.48049120460515e-08	-12.7996717083594	10.061320803423	-2.00495541088221	"EDNRA"	"endothelin receptor type A"	"Ednra"
"1389999_at"	0.00118346598785777	2.48194838494904e-05	-6.47990318968111	2.87868260045191	-0.765096248304831	"EEF2K"	"eukaryotic elongation factor-2 kinase"	"Eef2k"
"1372844_at"	0.000346325469501521	3.21836910144827e-06	-7.91444496809709	4.91597324954229	-0.745732415524127	"EFNA1"	"ephrin A1"	"Efna1"
"1393335_at"	0.0018760772151987	5.24835903798474e-05	-5.99681487226901	2.12627899978851	-0.531286018929241	"EGFL6"	"EGF-like-domain, multiple 6"	"Egfl6"
"1395840_at"	0.000494964379162514	6.07286047122915e-06	7.44862670423292	4.28575440866125	1.34271808547279	"EIF1AX"	"eukaryotic translation initiation factor 1A"	"Eif1a"
"1373040_at"	0.00151246367515655	3.73507862799521e-05	-6.21367557377291	2.4682775960748	-0.601365487921687	"EIF3F"	"eukaryotic translation initiation factor 3, subunit F"	"Eif3f"
"1383867_at"	0.000346325469501521	3.20598092183846e-06	-7.91733344852821	4.91979100715161	-1.09993594898544	"EIF5A2"	"eukaryotic translation initiation factor 5A2"	"Eif5a2"
"1374137_at"	0.000620603878284283	9.35924688624486e-06	-7.14197425646174	3.85472100437765	-0.834375749254615	"ELF1"	"E74-like factor 1"	"Elf1"
"1387630_at"	0.00085297816785809	1.52498749583298e-05	6.80564692086346	3.36677156766677	1.98470372168943	"ELOVL5"	"ELOVL fatty acid elongase 5"	"Elovl5"
"1394401_at"	0.000156683043340837	7.40263296927463e-07	9.07081833361149	6.36035522092453	4.22131205951781	"ELOVL6"	"ELOVL fatty acid elongase 6"	"Elovl6"
