,0
DLGAP1,3
RTN2,3
PCYT1A,3
GALNT18,3
HIKESHI,3
MRPS16,3
UQCRC2,3
MRPL4,3
GPHN,3
NAP1L1,3
DMTF1,3
MPP2,3
ATXN2,3
WIPF3,3
TSLP,3
ATG13,3
USP38,3
UQCRHL///UQCRH,3
IREB2,3
NTMT1,3
MRPL30,3
CDH3,3
MMADHC,3
GNAT2,3
C1orf52,3
TIMM17A,3
EGFL7,3
CLSPN,3
NUDT15,3
CABYR,3
EIF2B4,3
FADS3,3
C1orf174,3
HN1,3
FAM136A,3
PCYT2,3
CKAP2,3
RFXAP,3
ANAPC7,3
C12orf43,3
IMPA2,3
C5orf42,3
SLC17A9,3
SAPCD1,3
PHLDB1,3
GNA11,3
ANXA6,3
RALGDS,3
WHSC1,3
TSC22D2,3
GALNS,3
BAIAP2,3
CXCR2,3
RARG,3
GAD1,3
CEP95,3
G6PC3,3
NSFL1C,3
TEX2,3
SLC19A1,3
FBXO21,3
TMEM201,3
ETFDH,3
CTU2,3
MIS18BP1,3
E2F4,3
SGOL1,3
SMARCB1,3
MARK2,3
STUM,3
MMACHC,3
PKM,3
SARS2,3
LNX1,3
RNF8,3
PPOX,3
CHRNB2,3
PDE4D,3
CHIC2,3
CHEK2,3
CEP44,3
C5orf34,3
CENPP,3
CENPJ,3
CENPA,3
RAB3A,3
LRPPRC,3
TOMM40,3
RAP2B,3
FAM174A,3
IKZF4,3
NDUFB9,3
CDCA8,3
CNST,3
COL9A1,3
TTC8,3
PNN,3
ODF2,3
ANKRD10,3
RAB11B,3
SYNGR1,3
RNF168,3
PAK1IP1,3
MPST,3
TATDN2,3
EPS15L1,3
UBE2J2,3
MPP1,3
TACC2,3
PCK1,3
TXNL4A,3
MRPS12,3
FAM101B,3
TANC2,3
MAP3K6,3
MPND,3
ZFHX3,3
PSMG4,3
TAZ,3
CERS6,3
LSM11,3
CDCA3,3
GLRX2,3
CAD,3
IFT27,3
COX7A2,3
NF1,3
TEX261,3
C1QTNF3,3
ANKRD50,3
MCEE,3
PALMD,3
GSR,3
BRDT,3
SEMA5A,3
SYN2,3
NTAN1,3
HINT1,3
IFT80,3
RTCA,3
SHCBP1,3
BEND3,3
TIMM23B///TIMM23,3
FAM222B,3
BCKDHA,3
MOCS1,3
KIAA0907,3
PSMD11,3
MRPL34,3
FBXO6,3
ZFP64,3
CDC25C,3
RMDN1,3
PKN1,3
SMC4,3
GUCD1,3
KIAA0319L,3
YIPF7,3
GDE1,3
RBM20,3
TELO2,3
DCTN3,3
ZFAND2B,3
OGT,3
CCDC28B,3
CHKA,3
CBX8,3
PSMD8,3
ATF4,3
CA7,3
MICALL1,3
PRR12,3
CALR3,3
TST,3
TMEM208,3
UROS,3
DGAT2,3
PPT2,3
MAPT,3
CAPZB,3
TM2D2,3
PMPCB,3
ACSM1,3
ERAL1,3
KLF9,3
TTN,3
PPP5C,3
PTS,3
TIMM8A,3
ABHD14A,3
GLRX3,3
SLC35A4,3
ATP5A1,3
DHODH,3
FZD4,3
SCRN2,3
MYL12B,3
FAHD1,3
ACTR1B,3
RNF166,3
LDLRAD4,3
C11orf57,3
R3HDM4,3
HSD17B10,3
IRAK1,3
SRCAP,3
PPARGC1B,3
ATP5SL,3
PLGRKT,3
MAP2,3
APEX2,3
SLC4A4,3
SERF1B///SERF1A,3
DNAJC21,3
NDUFB11,3
ANXA11,3
PRPS1,3
COPE,3
PRKAB2,3
IDE,3
TNNI2,3
CHCHD10,3
NDUFA11,3
TET3,3
SNX12,3
NKIRAS2,3
NOP10,3
NEURL1,3
RANGRF,3
RFNG,3
ADRB3,3
TMEM141,3
CCDC28A,3
BRAF,3
SLC19A2,3
NDUFB7,3
C9orf3,3
ABHD1,3
ACADM,3
UBE2QL1,3
COL1A2,3
TNRC18,3
RRP36,3
MICU1,3
LAMA2,3
MRPL41,3
SLC25A11,3
PPP4R4,3
RAB7A,3
HEATR3,3
EMID1,3
SYNE1,3
MTRF1,3
HSPG2,3
PCM1,3
HMOX2,3
PRUNE,3
MEF2D,3
HOMER1,3
RPRD1A,3
MIER2,3
UCKL1,3
GBAS,3
ULK1,3
SPCS1,3
PIGH,3
SNORA29///TCP1,3
UQCRQ,3
GAMT,3
ZNF106,3
CREB3L1,3
HRAS,3
NCBP2-AS2,3
SGCB,3
NDUFA2,3
TFRC,3
IER3IP1,3
GSTM4,3
PDSS2,3
ECSIT,3
AKR1C3,3
PKNOX1,3
ADPGK,3
SAC3D1,3
SGK223,3
MIR4458///MIR4458HG,3
DNAJC14,3
NPHP1,3
COQ10A,3
MEF2A,3
SLC4A7,3
ATP5J2,3
ST8SIA5,3
H2AFV,3
FAM92A1,3
CNPY2,3
WBP1L,3
ASH1L,3
DNAJA3,3
TOLLIP,3
ARNTL,3
KIAA0141,3
MLLT11,3
CHUK,3
MORN2,3
CLUH,3
WDR1,3
RNF19A,3
L2HGDH,3
SMARCC1,3
DHRS4,3
NSUN5,3
PCDH7,3
BICD2,3
CYP1A2,3
SDHAF3,3
MAN2A2,3
METTL13,3
DLG5,3
PSMD3,3
PTP4A1,3
CNOT4,3
TMEM8B,3
PHB2,3
RAD52,3
EXT2,3
ARFGEF1,3
DAB2IP,3
ZNF438,3
HSPA12A,3
NKIRAS1,3
PTPMT1,3
ORAOV1,3
NHP2,3
WWC1,3
CMC2,3
VDAC2,3
NUDT21,3
RBM4,3
MRPS9,3
CCDC93,3
SNRPB,3
NUP98,3
SLC25A23,3
POLR1A,3
KCNN3,3
RNF14,3
PLEKHG4,3
SLC38A1,3
SERPINH1,3
MTCH2,3
CTDSP1,3
ATP6V0E2,3
COQ3,3
RABL2A,3
TMEM63B,3
OSBPL10,3
POP5,3
PXDN,3
TMEM259,3
GEMIN7,3
RAB17,3
ARID4B,3
ARID4A,3
EMP2,3
PGAM2,3
POLH,3
ATN1,3
FKTN,3
ACTR10,3
MRLN,3
C19orf70,3
PRADC1,3
METTL6,3
IPO13,3
ACO2,3
RPS6KA4,3
MRPL2,3
ZNF580,3
C2CD2,3
AGBL5,3
GIPC1,3
NR4A2,3
CAMK4,3
KIAA1161,3
ITGA7,3
SHMT2,3
UBE2D4,3
BLCAP,3
ST3GAL2,3
WDFY3,3
OGDH,3
DCAF17,3
EMC1,3
EXD2,3
CCDC34,3
PPIC,3
NOP56,3
CEP68,3
FZD8,3
SDR39U1,3
GPCPD1,3
THRB,3
TBC1D9,3
PTGES2,3
TSPAN15,3
MRS2,3
LECT2,3
FOXM1,3
TMEM39A,3
CASQ1,3
SLC4A10,3
DUSP13,3
TIMM8B,3
EARS2,3
GNPAT,3
POLB,3
TGFBR2,3
KIF2C,3
PPP1R14B,3
DLGAP5,3
PRKAR2A,3
THEM4,3
COPS6,3
CREBBP,3
GATA6,3
MAPKAPK2,3
NID2,3
LIN7B,3
LZTFL1,3
RXRG,3
TSPAN9,3
TADA3,3
SRRD,3
PHKA1,3
NAA38,3
FAM132A,3
SLC25A30,3
TMEM109,3
NSDHL,3
EZH2,3
EXOSC5,3
SH3BP5L,3
LMO7,3
SUN1,3
PPARA,3
CHCHD3,3
TLE2,3
UBQLN1,3
COL6A2,3
DCAF4,3
NR4A3,3
AP2B1,3
CXorf40B,3
INO80E,3
GREM1,3
PDZD2,3
PSME4,3
UBE2S,3
LHX6,3
SYS1,3
OCIAD1,3
MIEN1,3
TNFRSF19,3
TPGS2,3
SNRK,3
FANCD2,3
CELSR2,3
SNAPC5,3
PHKB,3
ARHGEF9,3
CXXC4,3
SRSF4,3
CADM2,3
OPA1,3
HDGF,3
WDR45,3
LOC100132167,3
NCAPG2,3
ST7L,3
H2AFX,3
HEYL,3
IGF2BP3,3
GINS2,3
ACYP1,3
LRRC8B,3
B9D1,3
NDUFA4,3
CRADD,3
SPRR1A,3
AMPH,3
DDX23,3
ZNF414,3
SUMO1,3
EXOSC3,3
NDUFA10,3
EIF4E3,3
IVD,3
SEMA6C,3
NSD1,3
COPS7A,3
KIAA1217,3
PPY,3
ASB12,3
MXD3,3
SLC9A7,3
NDUFA12,3
MSI2,3
DACH1,3
SLC12A6,3
SMG1,3
GRIP1,3
NEIL1,3
GRAMD1A,3
GFM1,3
ISCA1,3
SCAI,3
NET1,3
HEXIM2,3
NNAT,3
KAT2A,3
ALKBH7,3
ACOT8,3
DTL,3
TG,3
GRWD1,3
SMPD2,3
ZC3H18,3
WIPI1,3
TBRG4,3
IP6K2,3
SYMPK,3
PDHX,3
PRKAR2B,3
METTL17,3
SPC24,3
INCENP,3
KIF3C,3
PSMD1,3
MTFMT,3
SMDT1,3
GRIA2,3
DNAJC13,3
AKR7A2,3
COX10,3
LAMC1,3
TEX264,3
SLC17A6,3
PM20D2,3
MYO19,3
RASGEF1A,3
SMG1P5///BOLA2///SMG1P2,3
CXorf40A,3
RPAIN,3
MRPL48,3
REPIN1,3
STX1A,3
TRPC4AP,3
AFF4,3
SOBP,3
ZAN,3
BCL9L,3
RPS6KB1,3
MIPEP,3
TRIO,3
EIF3K,3
P2RX5,3
RABGEF1,3
VIL1,3
PGP,3
FAM49A,3
ERC1,3
PGRMC2,3
ITM2A,3
FAM173A,3
TSKS,3
NEURL2,3
DIS3L2,3
TCOF1,3
VPS4A,3
GEMIN5,3
RELL1,3
COX11,3
IMMP1L,3
RNF123,3
SRD5A1,3
VPS52,3
DNM1L,2
NBL1,2
EIF4H,2
CHCHD4,2
PHKA2,2
TIMMDC1,2
GABRD,2
CAPNS1,2
C7orf25///PSMA2,2
BUB1,2
LRRC37A7P,2
SPPL2B,2
PMF1,2
APELA,2
ACTL7B,2
AP2S1,2
BSG,2
ZNF398,2
ARHGAP27,2
CAST,2
LOC100287834///LOC100287704,2
LZIC,2
ACAD9,2
GSDMA,2
GRIN2B,2
TNIK,2
PLXNC1,2
BCL9,2
OAZ3,2
TCFL5,2
PRPH2,2
G2E3,2
KCNA3,2
TRAIP,2
AURKB,2
ANKRD9,2
TREH,2
FRZB,2
CLCN4,2
BRI3BP,2
OTOR,2
TMEM86A,2
SKI,2
TMEM88,2
DNAJC15,2
B3GNTL1,2
TRAF5,2
TPX2,2
SH3GLB1,2
MASP1,2
PCDH17,2
GADD45G,2
ALDH9A1,2
AK1,2
TALDO1,2
C14orf79,2
CRK,2
TRAPPC2B///TRAPPC2,2
ZNF85,2
AP3B2,2
PNPLA3,2
METTL20,2
ANAPC5,2
ISOC2,2
MTG2,2
USP34,2
ANGPTL2,2
FUT1,2
SOWAHA,2
TMCC1,2
NEO1,2
PPP1R12B,2
ZFR,2
CYTH1,2
UGCG,2
ACKR4,2
MCUR1,2
TATDN1,2
BCAT2,2
CENPF,2
CENPE,2
RPIA,2
SP2,2
BOD1,2
ATRX,2
KSR1,2
CNEP1R1,2
MFSD5,2
AIP,2
MAT2A,2
CHMP4C,2
MRPS27,2
IL1RL1,2
CISD3,2
ATP2C1,2
TFPI,2
ME3,2
NAPA,2
HMCES,2
C1orf185,2
IDH2,2
PCYOX1L,2
GOT1,2
AUH,2
EXTL1,2
DUSP19,2
HAP1,2
ATP6V1B2,2
SDHAF1,2
CHRM1,2
GPR135,2
CEP72,2
ARID5B,2
NARF,2
NUP93,2
HRASLS,2
CASC5,2
SLC25A19,2
FLAD1,2
TMOD1,2
LOC440934,2
PFKFB1,2
BDKRB2,2
BVES,2
SPSB1,2
DLEU1,2
CDK6,2
ILK,2
GRIK5,2
CDH17,2
MOCS3,2
PLBD1,2
TMEM170B,2
CYP4F3,2
KIAA1524,2
CCNA2,2
SPHAR///RAB4A,2
CYP4A11,2
CHAF1A,2
SYT5,2
KRT20,2
FABP1,2
LEO1,2
SLC37A4,2
SLC38A4,2
EIF4E2,2
TTK,2
PSMB7,2
ADO,2
COX15,2
ANO3,2
SLCO4C1,2
ZFAND3,2
PPP1R15A,2
TUBE1,2
CDKN2C,2
ABCB7,2
UQCC1,2
KCNC1,2
TMEM189,2
SLC26A6,2
TTC21B,2
AK9,2
CMSS1,2
CLDN5,2
SRSF11,2
ADRB2,2
GRPEL2,2
SMIM10L1,2
DNAAF1,2
IGFN1,2
ATP5O,2
ABCG8,2
VNN1,2
MYOZ3,2
SLC25A46,2
ADCK2,2
GRHL1,2
GCLM,2
MGAM,2
SIAE,2
GORASP1,2
RFC4,2
TET1,2
ZC3H12C,2
ACOX2,2
PARVB,2
METAP1D,2
TTLL10,2
ACAT1,2
PER3,2
TEX15,2
MFF,2
ATP6V0C,2
AAAS,2
PUS3,2
DMRT2,2
TYW5,2
CTTNBP2,2
FAM89B,2
GLYR1,2
HIGD1A,2
SLC5A9,2
PPP1R3A,2
REXO4,2
BLMH,2
CD1C,2
TMEM9,2
HINT2,2
SPHK2,2
ULK2,2
TXLNB,2
TENM2,2
RAD9B,2
NDUFB1,2
NDUFS3,2
TAGLN3,2
FAM160B2,2
SOCS2,2
FAM13C,2
GTDC1,2
DNAJC4,2
SHH,2
TRMT10A,2
ANO10,2
NEMF,2
SNTB2,2
PDGFRL,2
MYLK2,2
LOC101927673///OTUB1,2
TXNDC17,2
HMCN2,2
FABP3,2
CLEC4M,2
PSMA1,2
HFE2,2
PEX5,2
AP3S2,2
NDC1,2
ANKRD33B,2
FAM168A,2
ARHGEF5,2
MLEC,2
RBBP6,2
COIL,2
PSMD2,2
TRIB2,2
SF3B3,2
MSANTD3,2
ASPSCR1,2
CCR2,2
KIF13A,2
SLC26A7,2
NOL3,2
CGRRF1,2
MISP,2
SDAD1,2
NRAP,2
HOXB-AS1,2
ALPI,2
MSMB,2
CLCN1,2
SLC41A1,2
PNLIPRP1,2
LOC101930655///C7orf73,2
FOSB,2
NFKB2,2
PEG10,2
ABCD3,2
FADD,2
RNF182,2
TMEM11,2
KCNT1,2
GAPDHS,2
TBC1D2,2
SRA1,2
AFP,2
ZBTB45,2
CDK5,2
SCRN3,2
PECR,2
STAU1,2
PPARD,2
VAPB,2
TP53,2
WDR3,2
OTP,2
CALCOCO1,2
SLC35B1,2
AOX1,2
EXOSC4,2
TNRC6A,2
GATA5,2
PHKG1,2
PHPT1,2
NDUFV2,2
KPNA6,2
HOXB3,2
PPFIBP1,2
ASCC2,2
PDZK1IP1,2
GAP43,2
LRCH2,2
LSR,2
LRRC39,2
SNORA5B///TBRG4,2
GUCY1A2,2
MSANTD4,2
PCCA,2
NDUFB6,2
LRP3,2
P2RY13,2
RALB,2
ONECUT1,2
USP46,2
LPCAT3,2
HSD17B8,2
TMEM41B,2
OMP,2
ARL2BP,2
DRAP1,2
TULP4,2
GRIN3A,2
MAATS1,2
SIX3,2
PI4K2A,2
SDHB,2
MLH1,2
SLC39A13,2
PTN,2
SLC5A1,2
VDAC3,2
SYT12,2
MROH1,2
RNF5P1///RNF5,2
HDDC2,2
ASB4,2
MYO18B,2
MARS,2
MRPS2,2
PYGB,2
KIF25,2
CDK2AP1,2
IFFO2,2
RETSAT,2
WFDC2,2
SLC25A33,2
NDUFS8,2
DECR1,2
FASTK,2
RETN,2
ZNF76,2
BCL6,2
ZBED6,2
NEUROG3,2
TUB,2
ICK,2
CAMTA1,2
ZCCHC10,2
RABIF,2
CEP112,2
SYNC,2
SCN5A,2
RBP7,2
HNF1B,2
AURKAIP1,2
HMMR,2
ALOX5,2
C8orf82,2
RMND1,2
TNPO2,2
PPP1R3D,2
KCTD18,2
UNC45B,2
TM9SF1,2
DPCD,2
SEC23IP,2
RGS2,2
ROBO1,2
GSK3A,2
TIMM10,2
TBRG1,2
AGFG2,2
SNX25,2
IFRD2,2
CAMK1,2
ELAC2,2
GALNT11,2
TIMM10B,2
GREM2,2
NR5A2,2
RREB1,2
DPF1,2
POMC,2
TSEN15,2
CHCHD6,2
HERC2,2
ABCD1,2
RNF214,2
PKP2,2
LAMB1,2
TAF6L,2
LOC101929368///FKBP1A,2
NR2F6,2
SLBP,2
MEGF8,2
PPCDC,2
UAP1,2
RHPN1,2
POLDIP2,2
SPICE1,2
DNPH1,2
SPECC1L,2
PLK4,2
EXOSC7,2
NCAPG,2
CLMP,2
COA7,2
FBXO34,2
WDR62,2
PRRC1,2
SLC17A7,2
PDILT,2
NKTR,2
ACOT13,2
RALGAPA1,2
PLEKHB2,2
AGTPBP1,2
TUFM,2
SYT4,2
HSF1,2
CDK16,2
FRAT2,2
TECPR1,2
PHLPP2,2
FZD7,2
ENDOG,2
ALKBH5,2
AFAP1L1,2
ZWILCH,2
PIGQ,2
MRPL50,2
PIGU,2
NAGK,2
NAE1,2
INTS10,2
ARID3A,2
MNT,2
SMPD1,2
ARRB2,2
ANKRD52,2
MRRF,2
CSF2RB,2
MRPL45,2
MMP24,2
PRR3,2
CDH10,2
MMP11,2
IL3RA,2
SLC25A42,2
PROM1,2
SLCO5A1,2
IMPAD1,2
SLCO1B3,2
ZMYND8,2
PKDCC,2
MTFR1L,2
AES,2
USP24,2
MTHFD2,2
SYAP1,2
PSMA7,2
PRRC2C,2
POLRMT,2
C19orf71,2
CDC34,2
TOMM40L,2
MFSD2B,2
SAA2-SAA4,2
GOLGA1,2
SLC38A9,2
MBOAT7,2
USP14,2
ZNF41,2
DCLK3,2
PCCB,2
CEP63,2
SHFM1,2
SLC25A5-AS1,2
RDH14,2
RACGAP1,2
PIK3R5,2
NELFB,2
PCSK6,2
SNAPC4,2
ASB9,2
SCAPER,2
CTSLP8,2
DTYMK,2
DUS2,2
PAX1,2
UBIAD1,2
PCDH15,2
HSPB3,2
TMEM135///DNAJB6,2
KCNJ2,2
PIGO,2
NPRL2,2
DTD2,2
STON2,2
TMTC4,2
DOLK,2
RNASEH2C,2
TEX19,2
ZNF629,2
CDS1,2
LINC00888,2
COA3,2
TIMM13,2
GDPD2,2
MEX3A,2
MUS81,2
ENG,2
COX6C,2
LHX4,2
ELF3,2
MLYCD,2
JMJD1C,2
TOX4,2
PMP2,2
PMPCA,2
SEH1L,2
PNPT1,2
STRADB,2
ZNF608,2
LPIN1,2
STYX,2
DNTTIP1,2
LILRB3,2
NEDD8,2
LOC102724652,2
TBC1D7,2
TRAPPC4,2
MRPL35,2
SEC61A1,2
ABCC6,2
MRPS21,2
CYS1,2
CRYAA,2
CDK5RAP2,2
OAZ1,2
GPS1,2
USP16,2
GMPS,2
EPHX2,2
APOB,2
GRHPR,2
RND3,2
BRINP1,2
MRPS11,2
SSBP1,2
APOA4,2
KCND1,2
CBX2,2
NME7,2
PTPN21,2
KLHL33,2
LTK,2
CREBZF,2
MAN2C1,2
HERC4,2
PRTN3,2
OC90,2
AIPL1,2
CCZ1B///CCZ1,2
ANGEL2,2
GOLGB1,2
DHX32,2
PTPRJ,2
IBSP,2
DARS2,2
ETV4,2
TARS2,2
TAX1BP3,2
CISD2,2
PSMB5,2
HIST2H2BF,2
TAL1,2
SLC6A8,2
PSMA5,2
BTRC,2
C3orf14,2
N4BP1,2
GDPD3,2
ZBTB17,2
SMS,2
GBA2,2
FRRS1,2
POPDC3,2
MINK1,2
TXNL1,2
ZMAT5,2
FOSL1,2
PHF1,2
DTD1,2
MASTL,2
UBALD2,2
BPHL,2
SAMM50,2
ZNF511,2
MOCS2,2
EPAS1,2
CIDEC,2
RAPSN,2
COX16,2
RBM12B,2
RPP14,2
FBXO25,2
HPDL,2
UHRF1BP1L,2
CDKN3,2
ZNF592,2
PRKCE,2
PAG1,2
SNRPA1,2
COX18,2
PKP1,2
BTN1A1,2
PRX,2
CACYBP,2
KRI1,2
VPS13D,2
SKIV2L,2
NR0B1,2
CACHD1,2
DDB1,2
SUMO3,2
CDH15,2
ATP1A4,2
CIDEA,2
ZNF445,2
BAALC,2
RNF216,2
FHL3,2
PLEKHG5,2
PATL1,2
SLC16A13,2
ECI1,2
ELMOD3,2
ERCC5,2
DHX30,2
PGBD5,2
PGGT1B,2
ERMP1,2
LIM2,2
ZHX3,2
SIPA1L3,2
C1orf122,2
FGD3,2
SLC39A14,2
ZNF800,2
ZDHHC5,2
FCHO1,2
NPR1,2
TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,2
KCNJ6,2
SPTB,2
DTX4,2
FAT1,2
MRPS14,2
SNHG4///MATR3,2
ZNF444,2
TXLNG,2
PLSCR3,2
FAM72A,2
FAT4,2
ZFYVE1,2
TMEM163,2
GTF2H1,2
NCOR2,2
FTSJ1,2
ATP5L,2
TRMT2A,2
ENPP1,2
TRIM28,2
ATP5B,2
ERCC8,2
WDR17,2
ERLEC1,2
VPS50,2
YIF1A,2
ETFB,2
EVA1B,2
TMEM261,2
NOA1,2
TPST2,2
TOR2A,2
NEUROD6,2
PRMT3,2
FAM216A,2
NLE1,2
NDE1,2
CDH8,2
FBXO42,2
ARSB,2
SH2D3C,2
KIF17,2
TMPRSS4,2
SZT2,2
FKBP1A,2
FKBP4,2
FOS,2
ZNF358,2
TP53I13,2
FZD10,2
TTC23,2
GNAS,2
DEPTOR,2
MTMR2,2
TWF2,2
C1orf131,2
GRPEL1,2
NUCB1,2
TTI1,2
TTC39A,2
C7orf26,2
DRG2,2
DROSHA,2
DSCAM,2
TSPAN2,2
SH2B3,2
PDHB,2
TSEN34,2
DUSP22,2
GTPBP2,2
AK2,2
DVL3,2
TRUB2,2
EBNA1BP2,2
ECH1,2
HM13,2
MIB2,2
TMPRSS2,2
EIF3I,2
CNTNAP2,2
RAB3C,2
ANKRD49,2
METTL23,2
MEGF11,2
GSG2,2
UROD,2
TCF19,2
GSTM3,2
RASSF3,2
GTPBP3,2
KCNQ2,2
TARSL2,2
ATP5J,2
PSME3,2
EPRS,2
SYT8,2
SYT17,2
H3F3A,2
CSRNP2,2
H3F3B,2
HBA2,2
HBA1,2
HBG2,2
KCNK3,2
HGS,2
HID1,2
DESI1,2
PAFAH1B1,2
ABHD17A,2
ASB8,2
HIRA,2
SHC1,2
ERN1,2
TCERG1L,2
GSDMD,2
HINT3,2
TLN1,2
TIMM44,2
C12orf73,2
PET117,2
THUMPD3,2
GIP,2
MYF5,2
UTRN,2
THOC6,2
IFRD1,2
THOC1,2
MAPK8IP3,2
ACAD10,2
PTPN5,2
AKIRIN2,2
GNB2,2
GNPDA1,2
GNPTG,2
PTPN3,2
